data_ulist_id,link,name,country,battle_rating,silver,rank,vehicle_category,type,required_exp
p-47d_22_re_france,https://wiki.warthunder.ru/unit/p-47d_22_re_france,▄P-47D-22-RE,france,3.7,,III,Авиация,vehicle,
p-51c-10_france,https://wiki.warthunder.ru/unit/p-51c-10_france,F-6C-10-NA,france,3.7,,III,Авиация,vehicle,
p-47d_16_re_germany,https://wiki.warthunder.ru/unit/p-47d_16_re_germany,▀P-47D-16-RE,germany,3.7,,III,Авиация,vehicle,
p-47d_luftwaffe,https://wiki.warthunder.ru/unit/p-47d_luftwaffe,▀P-47D,germany,4.3,,III,Авиация,vehicle,
p-51d-20-na_iaf,https://wiki.warthunder.ru/unit/p-51d-20-na_iaf,P-51D-20-NA,israel,4.0,185000,IV,Авиация,vehicle,54000
p-47d_30_italy,https://wiki.warthunder.ru/unit/p-47d_30_italy,▄P-47D-30,italy,5.0,76000,III,Авиация,vehicle,26000
p1y1_mod11,https://wiki.warthunder.ru/unit/p1y1_mod11,P1Y1 mod. 11,japan,3.3,47000,III,Авиация,vehicle,18000
p-51c-11-nt_japan,https://wiki.warthunder.ru/unit/p-51c-11-nt_japan,▅P-51C-11-NT,japan,3.7,,III,Авиация,vehicle,
p-51d-20-na_j26,https://wiki.warthunder.ru/unit/p-51d-20-na_j26,J26,sweden,4.0,47000,III,Авиация,vehicle,18000
p-51b_7_sweden,https://wiki.warthunder.ru/unit/p-51b_7_sweden,J26 David,sweden,3.7,,III,Авиация,vehicle,
p-63a-5,https://wiki.warthunder.ru/unit/p-63a-5,P-63A-5,usa,3.3,47000,III,Авиация,vehicle,18000
p-63a-10,https://wiki.warthunder.ru/unit/p-63a-10,P-63A-10,usa,4.0,105000,III,Авиация,vehicle,33000
p-63c-5,https://wiki.warthunder.ru/unit/p-63c-5,P-63C-5,usa,4.0,135000,III,Авиация,vehicle,20000
p-51c-10-nt,https://wiki.warthunder.ru/unit/p-51c-10-nt,P-51C-10,usa,3.7,22000,II,Авиация,vehicle,11000
p-51_mk1a_usaaf,https://wiki.warthunder.ru/unit/p-51_mk1a_usaaf,P-51,usa,3.7,47000,III,Авиация,vehicle,18000
p-51d-5,https://wiki.warthunder.ru/unit/p-51d-5,P-51D-5,usa,4.0,76000,III,Авиация,vehicle,13000
p-47d_22_re,https://wiki.warthunder.ru/unit/p-47d_22_re,P-47D-22-RE,usa,3.7,76000,III,Авиация,vehicle,26000
p-47d-28,https://wiki.warthunder.ru/unit/p-47d-28,P-47D-28,usa,4.7,105000,III,Авиация,vehicle,33000
p-47n-15,https://wiki.warthunder.ru/unit/p-47n-15,P-47N-15,usa,4.7,135000,III,Авиация,vehicle,20000
p-51d-30_usaaf_korea,https://wiki.warthunder.ru/unit/p-51d-30_usaaf_korea,P-51D-30,usa,5.0,155000,IV,Авиация,vehicle,46000
p-51h-5_na,https://wiki.warthunder.ru/unit/p-51h-5_na,P-51H-5-NA,usa,6.3,185000,IV,Авиация,vehicle,54000
p-51_a-36,https://wiki.warthunder.ru/unit/p-51_a-36,A-36,usa,2.7,10000,II,Авиация,vehicle,7900
pbj_1j,https://wiki.warthunder.ru/unit/pbj_1j,PBJ-1J,usa,3.7,47000,III,Авиация,vehicle,18000
pbj_1h,https://wiki.warthunder.ru/unit/pbj_1h,PBJ-1H,usa,3.7,76000,III,Авиация,vehicle,13000
p-61c_1,https://wiki.warthunder.ru/unit/p-61c_1,P-61C-1,usa,4.0,76000,III,Авиация,vehicle,26000
pbm_1,https://wiki.warthunder.ru/unit/pbm_1,"PBM-1 ""Mariner""",usa,2.0,6300,I,Авиация,vehicle,5900
pb4y-2,https://wiki.warthunder.ru/unit/pb4y-2,PB4Y-2,usa,4.7,135000,III,Авиация,vehicle,40000
p-51a_tl,https://wiki.warthunder.ru/unit/p-51a_tl,P-51A,usa,3.0,,II,Авиация,vehicle,
p-51d-20-na,https://wiki.warthunder.ru/unit/p-51d-20-na,P-51D-20-NA,usa,4.0,,IV,Авиация,vehicle,
p-51d-10,https://wiki.warthunder.ru/unit/p-51d-10,P-51D-10,usa,4.3,,IV,Авиация,vehicle,
p-47m-1-re,https://wiki.warthunder.ru/unit/p-47m-1-re,P-47M-1-RE,usa,5.7,,IV,Авиация,vehicle,
p-47m-1-re_boxted,https://wiki.warthunder.ru/unit/p-47m-1-re_boxted,⋠P-47M-1-RE,usa,5.7,,IV,Авиация,vehicle,
p-61a_1,https://wiki.warthunder.ru/unit/p-61a_1,P-61A-11,usa,3.7,,III,Авиация,vehicle,
p-63c-5_kingcobra_animal_version,https://wiki.warthunder.ru/unit/p-63c-5_kingcobra_animal_version,␠Kingcobra,usa,4.0,,III,Авиация,vehicle,
p-59a,https://wiki.warthunder.ru/unit/p-59a,P-59A,usa,5.7,,IV,Авиация,vehicle,
p-63a-5_ussr,https://wiki.warthunder.ru/unit/p-63a-5_ussr,▂P-63A-5,ussr,3.3,,III,Авиация,vehicle,
p-47d_ussr,https://wiki.warthunder.ru/unit/p-47d_ussr,▂P-47D-27,ussr,4.3,,III,Авиация,vehicle,
p-63c-5_ussr,https://wiki.warthunder.ru/unit/p-63c-5_ussr,▂P-63C-5,ussr,4.0,,IV,Авиация,vehicle,
p-63a-10_ussr,https://wiki.warthunder.ru/unit/p-63a-10_ussr,▂P-63A-10,ussr,4.0,,IV,Авиация,vehicle,
pby-5a_raf,https://wiki.warthunder.ru/unit/pby-5a_raf,▄Catalina Mk. IIIa,britain,1.7,,I,Авиация,vehicle,
q_5_early,https://wiki.warthunder.ru/unit/q_5_early,Q-5 early,china,9.3,380000,VI,Авиация,vehicle,135000
q_5a,https://wiki.warthunder.ru/unit/q_5a,Q-5A,china,10.0,450000,VI,Авиация,vehicle,160000
q_5l,https://wiki.warthunder.ru/unit/q_5l,Q-5L,china,10.0,710000,VII,Авиация,vehicle,260000
potez_630,https://wiki.warthunder.ru/unit/potez_630,Potez 630,france,2.3,10000,II,Авиация,vehicle,7900
potez_631,https://wiki.warthunder.ru/unit/potez_631,Potez 631,france,2.3,16000,II,Авиация,vehicle,4600
potez_633,https://wiki.warthunder.ru/unit/potez_633,Potez 633,france,1.7,700,I,Авиация,vehicle,2900
pby-5a_late_france,https://wiki.warthunder.ru/unit/pby-5a_late_france,▄PBY-5A Late,france,1.7,,I,Авиация,vehicle,
ro_44,https://wiki.warthunder.ru/unit/ro_44,Ro.44,italy,1.0,700,I,Авиация,vehicle,2900
re_2000_int,https://wiki.warthunder.ru/unit/re_2000_int,Re.2000 серия 1,italy,2.3,2100,I,Авиация,vehicle,4000
re_2000_ga,https://wiki.warthunder.ru/unit/re_2000_ga,Re.2000 G.A.,italy,2.3,6300,I,Авиация,vehicle,3000
re_2002_early,https://wiki.warthunder.ru/unit/re_2002_early,Re.2002 Early,italy,2.3,16000,II,Авиация,vehicle,9200
re_2001_serie1,https://wiki.warthunder.ru/unit/re_2001_serie1,Re.2001 serie 1,italy,3.0,22000,II,Авиация,vehicle,11000
re_2001_cb,https://wiki.warthunder.ru/unit/re_2001_cb,Re.2001 CB,italy,3.0,32000,II,Авиация,vehicle,6900
re_2001_cn,https://wiki.warthunder.ru/unit/re_2001_cn,Re.2001 CN,italy,3.3,47000,III,Авиация,vehicle,18000
re_2005_serie0,https://wiki.warthunder.ru/unit/re_2005_serie0,Re.2005 serie 0,italy,6.0,185000,IV,Авиация,vehicle,27000
p_108a_serie2,https://wiki.warthunder.ru/unit/p_108a_serie2,P.108A серия 2,italy,2.3,6300,I,Авиация,vehicle,3000
p_108b_serie1,https://wiki.warthunder.ru/unit/p_108b_serie1,P.108B серия 1,italy,3.3,47000,III,Авиация,vehicle,18000
p_108b_serie2,https://wiki.warthunder.ru/unit/p_108b_serie2,P.108B серия 2,italy,3.7,76000,III,Авиация,vehicle,13000
re_2001_serie1_ep,https://wiki.warthunder.ru/unit/re_2001_serie1_ep,Re.2001 gruppo 22,italy,3.0,,II,Авиация,vehicle,
ro_57_quadriarma,https://wiki.warthunder.ru/unit/ro_57_quadriarma,Ro.57 Quadriarma,italy,2.7,,II,Авиация,vehicle,
r2y2_v1,https://wiki.warthunder.ru/unit/r2y2_v1,R2Y2 Kai V1,japan,8.0,,V,Авиация,vehicle,
r2y2_v2,https://wiki.warthunder.ru/unit/r2y2_v2,R2Y2 Kai V2,japan,8.0,,V,Авиация,vehicle,
r2y2_kai,https://wiki.warthunder.ru/unit/r2y2_kai,R2Y2 Kai V3,japan,8.0,,V,Авиация,vehicle,
re_2000_j20,https://wiki.warthunder.ru/unit/re_2000_j20,J20,sweden,2.0,10000,II,Авиация,vehicle,7900
saab_a21a_3,https://wiki.warthunder.ru/unit/saab_a21a_3,A21A-3,sweden,4.3,155000,IV,Авиация,vehicle,46000
saab_a21rb,https://wiki.warthunder.ru/unit/saab_a21rb,A21RB,sweden,6.7,240000,V,Авиация,vehicle,82000
saab_105g,https://wiki.warthunder.ru/unit/saab_105g,SAAB-105G,sweden,8.3,340000,V,Авиация,vehicle,120000
pyorremyrsky,https://wiki.warthunder.ru/unit/pyorremyrsky,VL Pyörremyrsky,sweden,4.3,,III,Авиация,vehicle,
saab_105oe,https://wiki.warthunder.ru/unit/saab_105oe,SAAB-105OE,sweden,8.3,,V,Авиация,vehicle,
pby-5,https://wiki.warthunder.ru/unit/pby-5,"PBY-5 ""Catalina""",usa,1.3,2100,I,Авиация,vehicle,4000
pby-5a,https://wiki.warthunder.ru/unit/pby-5a,"PBY-5A ""Catalina""",usa,1.7,6300,I,Авиация,vehicle,3000
pbm_3,https://wiki.warthunder.ru/unit/pbm_3,"PBM-3 ""Mariner""",usa,3.0,,II,Авиация,vehicle,
pv_2d,https://wiki.warthunder.ru/unit/pv_2d,PV-2D,usa,3.7,,III,Авиация,vehicle,
pbm_5a,https://wiki.warthunder.ru/unit/pbm_5a,"PBM-5A ""Mariner""",usa,3.3,,III,Авиация,vehicle,
po-2,https://wiki.warthunder.ru/unit/po-2,По-2,ussr,1.0,,I,Авиация,vehicle,
pe-3_early,https://wiki.warthunder.ru/unit/pe-3_early,Пе-3 (р),ussr,2.0,2100,I,Авиация,vehicle,4000
pe-3,https://wiki.warthunder.ru/unit/pe-3,Пе-3,ussr,2.0,6300,I,Авиация,vehicle,3000
pe-3_bis,https://wiki.warthunder.ru/unit/pe-3_bis,Пе-3бис,ussr,2.7,22000,II,Авиация,vehicle,11000
pe-2-1,https://wiki.warthunder.ru/unit/pe-2-1,Пе-2-1,ussr,3.3,16000,II,Авиация,vehicle,9200
pe-2-31,https://wiki.warthunder.ru/unit/pe-2-31,Пе-2-31,ussr,3.3,22000,II,Авиация,vehicle,5600
pe-2-83,https://wiki.warthunder.ru/unit/pe-2-83,Пе-2-83,ussr,3.3,32000,II,Авиация,vehicle,6900
pe-2-110,https://wiki.warthunder.ru/unit/pe-2-110,Пе-2-110,ussr,3.7,76000,III,Авиация,vehicle,26000
pe-2-359,https://wiki.warthunder.ru/unit/pe-2-359,Пе-2-359,ussr,4.3,105000,III,Авиация,vehicle,17000
pe-8_m82,https://wiki.warthunder.ru/unit/pe-8_m82,Пе-8,ussr,4.3,105000,III,Авиация,vehicle,33000
pby-5a_ussr,https://wiki.warthunder.ru/unit/pby-5a_ussr,"▂PBY-5A ""Каталина""",ussr,1.7,,I,Авиация,vehicle,
po-2m,https://wiki.warthunder.ru/unit/po-2m,По-2М,ussr,1.0,,I,Авиация,vehicle,
pe-2-205,https://wiki.warthunder.ru/unit/pe-2-205,Пе-2-205,ussr,3.7,,III,Авиация,vehicle,
rafale_c_f3,https://wiki.warthunder.ru/unit/rafale_c_f3,Rafale C F3,france,14.0,1120000,VIII,Авиация,vehicle,420000
saab_jas39c_south_africa,https://wiki.warthunder.ru/unit/saab_jas39c_south_africa,▄JAS39C,britain,13.7,1100000,VIII,Авиация,vehicle,410000
seafire_fr47,https://wiki.warthunder.ru/unit/seafire_fr47,Seafire FR.47,britain,5.7,185000,IV,Авиация,vehicle,27000
scimitar_f1,https://wiki.warthunder.ru/unit/scimitar_f1,Scimitar F Mk.1,britain,8.7,450000,VI,Авиация,vehicle,160000
sb_2m_103u_china,https://wiki.warthunder.ru/unit/sb_2m_103u_china,␗SB 2M-103U,china,2.3,16000,II,Авиация,vehicle,4600
sb2c_5_france,https://wiki.warthunder.ru/unit/sb2c_5_france,▄SB2C-5,france,3.7,47000,III,Авиация,vehicle,18000
sagittario_2,https://wiki.warthunder.ru/unit/sagittario_2,Sagittario 2,italy,9.3,450000,VI,Авиация,vehicle,160000
saab_jas39c_hungary,https://wiki.warthunder.ru/unit/saab_jas39c_hungary,◔JAS39EBS HU C,italy,13.7,1100000,VIII,Авиация,vehicle,410000
saab_j21a_1,https://wiki.warthunder.ru/unit/saab_j21a_1,J21A-1,sweden,4.3,155000,IV,Авиация,vehicle,46000
saab_j21a_2,https://wiki.warthunder.ru/unit/saab_j21a_2,J21A-2,sweden,4.3,185000,IV,Авиация,vehicle,27000
saab_j21ra,https://wiki.warthunder.ru/unit/saab_j21ra,J21RA,sweden,6.7,240000,V,Авиация,vehicle,82000
saab_j29a,https://wiki.warthunder.ru/unit/saab_j29a,J29A,sweden,7.7,300000,V,Авиация,vehicle,105000
saab_j29f,https://wiki.warthunder.ru/unit/saab_j29f,J29F,sweden,9.0,450000,VI,Авиация,vehicle,160000
saab_j32b,https://wiki.warthunder.ru/unit/saab_j32b,J32B,sweden,9.3,620000,VI,Авиация,vehicle,220000
saab_j35d,https://wiki.warthunder.ru/unit/saab_j35d,J35D,sweden,10.0,710000,VII,Авиация,vehicle,260000
saab_ja37,https://wiki.warthunder.ru/unit/saab_ja37,JA37C,sweden,11.3,950000,VII,Авиация,vehicle,350000
saab_ja37d,https://wiki.warthunder.ru/unit/saab_ja37d,JA37D,sweden,12.0,1080000,VIII,Авиация,vehicle,400000
saab_jas39a,https://wiki.warthunder.ru/unit/saab_jas39a,JAS39A,sweden,13.0,1100000,VIII,Авиация,vehicle,410000
saab_jas39c,https://wiki.warthunder.ru/unit/saab_jas39c,JAS39C,sweden,13.7,1120000,VIII,Авиация,vehicle,420000
saab_b17bs,https://wiki.warthunder.ru/unit/saab_b17bs,S17BS,sweden,1.0,700,I,Авиация,vehicle,2900
saab_b17b,https://wiki.warthunder.ru/unit/saab_b17b,B17B,sweden,1.3,2100,I,Авиация,vehicle,4000
saab_b17a,https://wiki.warthunder.ru/unit/saab_b17a,B17A,sweden,1.7,6300,I,Авиация,vehicle,3000
saab_j29b,https://wiki.warthunder.ru/unit/saab_j29b,A29B,sweden,7.7,300000,V,Авиация,vehicle,105000
saab_a32a,https://wiki.warthunder.ru/unit/saab_a32a,A32A,sweden,9.0,620000,VI,Авиация,vehicle,220000
saab_aj37,https://wiki.warthunder.ru/unit/saab_aj37,AJ37,sweden,10.3,710000,VII,Авиация,vehicle,260000
saab_ajs37,https://wiki.warthunder.ru/unit/saab_ajs37,AJS37,sweden,11.0,950000,VII,Авиация,vehicle,350000
saab_b3c,https://wiki.warthunder.ru/unit/saab_b3c,B3C,sweden,1.3,2100,I,Авиация,vehicle,4000
saab_b18a,https://wiki.warthunder.ru/unit/saab_b18a,B18A,sweden,2.7,10000,II,Авиация,vehicle,7900
saab_b18b,https://wiki.warthunder.ru/unit/saab_b18b,B18B,sweden,4.0,47000,III,Авиация,vehicle,18000
saab_t18b_1,https://wiki.warthunder.ru/unit/saab_t18b_1,T18B,sweden,4.3,76000,III,Авиация,vehicle,26000
saab_t18b_2,https://wiki.warthunder.ru/unit/saab_t18b_2,T18B (57),sweden,4.3,105000,III,Авиация,vehicle,17000
saab_sk60b,https://wiki.warthunder.ru/unit/saab_sk60b,SK60B,sweden,7.0,270000,V,Авиация,vehicle,95000
saab_j29d,https://wiki.warthunder.ru/unit/saab_j29d,J29D,sweden,8.3,,V,Авиация,vehicle,
saab_a32a_red_adam,https://wiki.warthunder.ru/unit/saab_a32a_red_adam,A32A Röd Adam,sweden,9.0,,VI,Авиация,vehicle,
saab_j35a,https://wiki.warthunder.ru/unit/saab_j35a,J35A,sweden,9.3,,VI,Авиация,vehicle,
saab_j35xs,https://wiki.warthunder.ru/unit/saab_j35xs,Saab J35XS,sweden,10.3,,VII,Авиация,vehicle,
sb2u-2,https://wiki.warthunder.ru/unit/sb2u-2,SB2U-2,usa,1.0,700,I,Авиация,vehicle,2900
sb2u-3,https://wiki.warthunder.ru/unit/sb2u-3,SB2U-3,usa,1.7,2100,I,Авиация,vehicle,2000
sbd-3,https://wiki.warthunder.ru/unit/sbd-3,SBD-3,usa,2.0,6300,I,Авиация,vehicle,3000
sb2c_1c,https://wiki.warthunder.ru/unit/sb2c_1c,SB2C-1C,usa,3.0,22000,II,Авиация,vehicle,11000
sb2c_4,https://wiki.warthunder.ru/unit/sb2c_4,SB2C-4,usa,3.7,32000,II,Авиация,vehicle,6900
sb_2m_100,https://wiki.warthunder.ru/unit/sb_2m_100,СБ 2М-100,ussr,1.0,700,I,Авиация,vehicle,2900
sb_2m_103c,https://wiki.warthunder.ru/unit/sb_2m_103c,СБ 2М-103,ussr,2.0,2100,I,Авиация,vehicle,2000
sb_2m_103u_mv3,https://wiki.warthunder.ru/unit/sb_2m_103u_mv3,СБ 2М-103У МВ3,ussr,2.3,6300,I,Авиация,vehicle,3000
sb_2m_105,https://wiki.warthunder.ru/unit/sb_2m_105,СБ 2М-105,ussr,2.7,6300,I,Авиация,vehicle,3000
sb_2m_103u,https://wiki.warthunder.ru/unit/sb_2m_103u,СБ 2М-103У,ussr,2.3,,I,Авиация,vehicle,
sb_2m_103_mv3,https://wiki.warthunder.ru/unit/sb_2m_103_mv3,СБ 2М-103 МВ-3,ussr,1.7,,I,Авиация,vehicle,
saab_ja37di,https://wiki.warthunder.ru/unit/saab_ja37di,JA37DI,sweden,13.0,1100000,VIII,Авиация,vehicle,200000
saab_ja37di_f21,https://wiki.warthunder.ru/unit/saab_ja37di_f21,JA37DI F21,sweden,13.0,,VIII,Авиация,vehicle,
saab_jas39c_thailand,https://wiki.warthunder.ru/unit/saab_jas39c_thailand,▄JAS39C,japan,13.7,1100000,VIII,Авиация,vehicle,410000
sb2c_5_thailand,https://wiki.warthunder.ru/unit/sb2c_5_thailand,▄SB2C-5,japan,3.7,,III,Авиация,vehicle,
spitfire_mk1,https://wiki.warthunder.ru/unit/spitfire_mk1,Spitfire Mk.Ia,britain,3.0,10000,II,Авиация,vehicle,7900
spitfiremkiia,https://wiki.warthunder.ru/unit/spitfiremkiia,Spitfire Mk.IIa,britain,3.0,16000,II,Авиация,vehicle,4600
spitfiremkii,https://wiki.warthunder.ru/unit/spitfiremkii,Spitfire Mk.IIb,britain,3.7,16000,II,Авиация,vehicle,9200
spitfire_ix_early,https://wiki.warthunder.ru/unit/spitfire_ix_early,Spitfire F Mk.IX,britain,4.3,47000,III,Авиация,vehicle,18000
spitfire_ix,https://wiki.warthunder.ru/unit/spitfire_ix,Spitfire LF Mk.IX,britain,5.7,200000,IV,Авиация,vehicle,31000
spitfire_f22,https://wiki.warthunder.ru/unit/spitfire_f22,Spitfire F Mk.22,britain,6.7,185000,IV,Авиация,vehicle,54000
spitfire_f24,https://wiki.warthunder.ru/unit/spitfire_f24,Spitfire F Mk.24,britain,6.7,210000,IV,Авиация,vehicle,35000
seafire_mk3,https://wiki.warthunder.ru/unit/seafire_mk3,Seafire LF Mk.III,britain,5.0,76000,III,Авиация,vehicle,26000
seafire_mk17,https://wiki.warthunder.ru/unit/seafire_mk17,Seafire F.Mk.XVII,britain,5.3,155000,IV,Авиация,vehicle,46000
sea_fury_fb11,https://wiki.warthunder.ru/unit/sea_fury_fb11,Sea Fury FB.11,britain,5.7,185000,IV,Авиация,vehicle,54000
sea_hawk_fga6,https://wiki.warthunder.ru/unit/sea_hawk_fga6,Sea Hawk FGA.6,britain,8.0,300000,V,Авиация,vehicle,105000
sea_venom_faw20,https://wiki.warthunder.ru/unit/sea_venom_faw20,Sea Venom FAW 20,britain,7.7,340000,V,Авиация,vehicle,61000
sea_harrier_fa2,https://wiki.warthunder.ru/unit/sea_harrier_fa2,Sea Harrier FA 2,britain,13.0,1080000,VIII,Авиация,vehicle,400000
shackleton_mr_mk_2,https://wiki.warthunder.ru/unit/shackleton_mr_mk_2,Shackleton MR.Mk.2,britain,6.0,200000,IV,Авиация,vehicle,31000
spitfiremkiia_ep,https://wiki.warthunder.ru/unit/spitfiremkiia_ep,Spitfire Mk.IIa Venture I,britain,3.0,,II,Авиация,vehicle,
spitfire_ix_plagis,https://wiki.warthunder.ru/unit/spitfire_ix_plagis,Spitfire LF Mk.IXc Плагиса,britain,5.7,,IV,Авиация,vehicle,
spitfire_mk14c,https://wiki.warthunder.ru/unit/spitfire_mk14c,Spitfire F Mk.XIVc,britain,5.7,,IV,Авиация,vehicle,
spitfire_fr_mk14e,https://wiki.warthunder.ru/unit/spitfire_fr_mk14e,Spitfire FR Mk.XIVe Прендергаста,britain,5.7,,IV,Авиация,vehicle,
seafire_mk3_france,https://wiki.warthunder.ru/unit/seafire_mk3_france,▄Seafire LF Mk.III,france,5.0,155000,IV,Авиация,vehicle,46000
so_4050_vautour_2n_late,https://wiki.warthunder.ru/unit/so_4050_vautour_2n_late,S.O.4050 Vautour IIN (Late),france,8.3,300000,V,Авиация,vehicle,105000
so_4050_vautour_2b,https://wiki.warthunder.ru/unit/so_4050_vautour_2b,S.O.4050 Vautour IIB,france,9.0,450000,VI,Авиация,vehicle,160000
so_4050_vautour_2a,https://wiki.warthunder.ru/unit/so_4050_vautour_2a,S.O.4050 Vautour IIA,france,9.0,520000,VI,Авиация,vehicle,94000
spitfire_fr_mk14e_belgium,https://wiki.warthunder.ru/unit/spitfire_fr_mk14e_belgium,▄Spitfire FR Mk.XIVe,france,5.7,200000,IV,Авиация,vehicle,63000
so_8000_narval,https://wiki.warthunder.ru/unit/so_8000_narval,S.O.8000 Narval,france,5.7,,IV,Авиация,vehicle,
so_4050_vautour_2n,https://wiki.warthunder.ru/unit/so_4050_vautour_2n,S.O.4050 Vautour IIN,france,9.0,,VI,Авиация,vehicle,
so_4050_vautour_2a_iaf,https://wiki.warthunder.ru/unit/so_4050_vautour_2a_iaf,Vautour IIA IDF/AF,france,9.0,,VI,Авиация,vehicle,
sea_hawk_mk100,https://wiki.warthunder.ru/unit/sea_hawk_mk100,◄Sea Hawk Mk.100,germany,8.0,,V,Авиация,vehicle,
sm_79_1936,https://wiki.warthunder.ru/unit/sm_79_1936,▀S.M.79 серия 1,germany,1.7,,II,Авиация,vehicle,
sm_79_1939,https://wiki.warthunder.ru/unit/sm_79_1939,▀S.M.79 серия 8,germany,2.0,,II,Авиация,vehicle,
sm_79_1941,https://wiki.warthunder.ru/unit/sm_79_1941,▀S.M.79 AS,germany,2.3,,II,Авиация,vehicle,
sm_79_1943,https://wiki.warthunder.ru/unit/sm_79_1943,▀S.M.79 bis/T.M,germany,2.3,,II,Авиация,vehicle,
sm_79_iar,https://wiki.warthunder.ru/unit/sm_79_iar,▀S.M.79 B,germany,2.3,,II,Авиация,vehicle,
sm_79_1937,https://wiki.warthunder.ru/unit/sm_79_1937,▀S.M.79 серия 4,germany,2.3,,II,Авиация,vehicle,
sm_79_1942,https://wiki.warthunder.ru/unit/sm_79_1942,▀S.M.79 bis/N,germany,2.3,,II,Авиация,vehicle,
spitfire_lf_mk9e_iaf,https://wiki.warthunder.ru/unit/spitfire_lf_mk9e_iaf,Spitfire Mk.IX (CW),israel,5.7,210000,IV,Авиация,vehicle,71000
so_4050_vautour_2a_israel_iaf,https://wiki.warthunder.ru/unit/so_4050_vautour_2a_israel_iaf,Vautour IIA,israel,9.0,450000,VI,Авиация,vehicle,160000
so_4050_vautour_2n_iaf,https://wiki.warthunder.ru/unit/so_4050_vautour_2n_iaf,Vautour IIN,israel,9.0,520000,VI,Авиация,vehicle,94000
spitfire_lf_mk9e_weisman,https://wiki.warthunder.ru/unit/spitfire_lf_mk9e_weisman,Spitfire LF Mk.IXe Вейцмана,israel,5.7,,IV,Авиация,vehicle,
sm_91,https://wiki.warthunder.ru/unit/sm_91,SM.91,italy,3.7,22000,II,Авиация,vehicle,11000
sm_92,https://wiki.warthunder.ru/unit/sm_92,SM.92,italy,4.0,47000,III,Авиация,vehicle,18000
sm_79_1936_italy,https://wiki.warthunder.ru/unit/sm_79_1936_italy,S.M.79 серия 1,italy,1.7,6300,I,Авиация,vehicle,5900
sm_79_1939_italy,https://wiki.warthunder.ru/unit/sm_79_1939_italy,S.M.79 серия 8,italy,2.0,6300,I,Авиация,vehicle,3000
sm_79_1941_italy,https://wiki.warthunder.ru/unit/sm_79_1941_italy,S.M.79 AS,italy,2.3,16000,II,Авиация,vehicle,9200
sm_79_1943_italy,https://wiki.warthunder.ru/unit/sm_79_1943_italy,S.M.79 bis/T.M,italy,2.3,22000,II,Авиация,vehicle,5600
sm_79_iar_italy,https://wiki.warthunder.ru/unit/sm_79_iar_italy,S.M.79 B,italy,2.3,32000,II,Авиация,vehicle,6900
spitfire_ix_usa,https://wiki.warthunder.ru/unit/spitfire_ix_usa,▃Spitfire LF Mk.IXc,usa,5.7,,IV,Авиация,vehicle,
spitfire_ix_ussr,https://wiki.warthunder.ru/unit/spitfire_ix_ussr,▂Spitfire Mk.IXc,ussr,5.7,,IV,Авиация,vehicle,
sea_fury_fb51,https://wiki.warthunder.ru/unit/sea_fury_fb51,◘Sea Fury FB.51,france,5.7,185000,IV,Авиация,vehicle,54000
